DDInter_ID,DDInter_name,normalized_DDInter_name,PrimeKG_name,normalized_PrimeKG_name,DrugBank_ID,equal_after_normalization,route_or_formulation_qualifier_detected,lexical_attention_reason,suspicious_lexical_case,review_status
DDInter1742,Talazoparib,talazoparib,Talazoparib,talazoparib,DB11760,true,false,,false,accepted_exact_normalized_name
DDInter1743,Talimogene laherparepvec,talimogene laherparepvec,Talimogene laherparepvec,talimogene laherparepvec,DB13896,true,false,,false,accepted_exact_normalized_name
DDInter1744,Tamoxifen,tamoxifen,Tamoxifen,tamoxifen,DB00675,true,false,,false,accepted_exact_normalized_name
DDInter1745,Tamsulosin,tamsulosin,Tamsulosin,tamsulosin,DB00706,true,false,,false,accepted_exact_normalized_name
DDInter1746,Tapentadol,tapentadol,Tapentadol,tapentadol,DB06204,true,false,,false,accepted_exact_normalized_name
DDInter1747,Tasimelteon,tasimelteon,Tasimelteon,tasimelteon,DB09071,true,false,,false,accepted_exact_normalized_name
DDInter1748,Tazarotene,tazarotene,Tazarotene,tazarotene,DB00799,true,false,,false,accepted_exact_normalized_name
DDInter1750,Tazemetostat,tazemetostat,Tazemetostat,tazemetostat,DB12887,true,false,,false,accepted_exact_normalized_name
DDInter1752,Tedizolid,tedizolid,Tedizolid,tedizolid,DB14569,true,false,,false,accepted_exact_normalized_name
DDInter1753,Teduglutide,teduglutide,Teduglutide,teduglutide,DB08900,true,false,,false,accepted_exact_normalized_name
DDInter1754,Tegaserod,tegaserod,Tegaserod,tegaserod,DB01079,true,false,,false,accepted_exact_normalized_name
DDInter1755,Telaprevir,telaprevir,Telaprevir,telaprevir,DB05521,true,false,,false,accepted_exact_normalized_name
DDInter1756,Telavancin,telavancin,Telavancin,telavancin,DB06402,true,false,,false,accepted_exact_normalized_name
DDInter1757,Telbivudine,telbivudine,Telbivudine,telbivudine,DB01265,true,false,,false,accepted_exact_normalized_name
DDInter1758,Telithromycin,telithromycin,Telithromycin,telithromycin,DB00976,true,false,,false,accepted_exact_normalized_name
DDInter1759,Telmisartan,telmisartan,Telmisartan,telmisartan,DB00966,true,false,,false,accepted_exact_normalized_name
DDInter176,Bempedoic acid,bempedoic acid,Bempedoic acid,bempedoic acid,DB11936,true,false,,false,accepted_exact_normalized_name
DDInter1761,Temazepam,temazepam,Temazepam,temazepam,DB00231,true,false,,false,accepted_exact_normalized_name
DDInter1762,Temozolomide,temozolomide,Temozolomide,temozolomide,DB00853,true,false,,false,accepted_exact_normalized_name
DDInter1763,Temsirolimus,temsirolimus,Temsirolimus,temsirolimus,DB06287,true,false,,false,accepted_exact_normalized_name
DDInter1764,Tenecteplase,tenecteplase,Tenecteplase,tenecteplase,DB00031,true,false,,false,accepted_exact_normalized_name
DDInter1765,Teniposide,teniposide,Teniposide,teniposide,DB00444,true,false,,false,accepted_exact_normalized_name
DDInter1766,Teprotumumab,teprotumumab,Teprotumumab,teprotumumab,DB06343,true,false,,false,accepted_exact_normalized_name
DDInter1767,Terazosin,terazosin,Terazosin,terazosin,DB01162,true,false,,false,accepted_exact_normalized_name
DDInter1768,Terbinafine,terbinafine,Terbinafine,terbinafine,DB00857,true,false,,false,accepted_exact_normalized_name
DDInter1769,Terbutaline,terbutaline,Terbutaline,terbutaline,DB00871,true,false,,false,accepted_exact_normalized_name
DDInter177,Benazepril,benazepril,Benazepril,benazepril,DB00542,true,false,,false,accepted_exact_normalized_name
DDInter1770,Terfenadine,terfenadine,Terfenadine,terfenadine,DB00342,true,false,,false,accepted_exact_normalized_name
DDInter1771,Teriflunomide,teriflunomide,Teriflunomide,teriflunomide,DB08880,true,false,,false,accepted_exact_normalized_name
DDInter1772,Teriparatide,teriparatide,Teriparatide,teriparatide,DB06285,true,false,,false,accepted_exact_normalized_name
DDInter1773,Tesamorelin,tesamorelin,Tesamorelin,tesamorelin,DB08869,true,false,,false,accepted_exact_normalized_name
DDInter1774,Testolactone,testolactone,Testolactone,testolactone,DB00894,true,false,,false,accepted_exact_normalized_name
DDInter1775,Testosterone,testosterone,Testosterone,testosterone,DB00624,true,false,,false,accepted_exact_normalized_name
DDInter1778,Tetrabenazine,tetrabenazine,Tetrabenazine,tetrabenazine,DB04844,true,false,,false,accepted_exact_normalized_name
DDInter1779,Tetracaine,tetracaine,Tetracaine,tetracaine,DB09085,true,false,,false,accepted_exact_normalized_name
DDInter178,Bendamustine,bendamustine,Bendamustine,bendamustine,DB06769,true,false,,false,accepted_exact_normalized_name
DDInter1782,Tetracosactide,tetracosactide,Tetracosactide,tetracosactide,DB01284,true,false,,false,accepted_exact_normalized_name
DDInter1783,Tetracycline,tetracycline,Tetracycline,tetracycline,DB00759,true,false,,false,accepted_exact_normalized_name
DDInter1785,Tetraferric tricitrate decahydrate,tetraferric tricitrate decahydrate,Tetraferric tricitrate decahydrate,tetraferric tricitrate decahydrate,DB14520,true,false,,false,accepted_exact_normalized_name
DDInter1789,Thalidomide,thalidomide,Thalidomide,thalidomide,DB01041,true,false,,false,accepted_exact_normalized_name
DDInter179,Bendroflumethiazide,bendroflumethiazide,Bendroflumethiazide,bendroflumethiazide,DB00436,true,false,,false,accepted_exact_normalized_name
DDInter1791,Theophylline,theophylline,Theophylline,theophylline,DB00277,true,false,,false,accepted_exact_normalized_name
DDInter1792,Thiabendazole,thiabendazole,Thiabendazole,thiabendazole,DB00730,true,false,,false,accepted_exact_normalized_name
DDInter1793,Thiethylperazine,thiethylperazine,Thiethylperazine,thiethylperazine,DB00372,true,false,,false,accepted_exact_normalized_name
DDInter1795,Thiopental,thiopental,Thiopental,thiopental,DB00599,true,false,,false,accepted_exact_normalized_name
DDInter1796,Thioridazine,thioridazine,Thioridazine,thioridazine,DB00679,true,false,,false,accepted_exact_normalized_name
DDInter1797,Thiotepa,thiotepa,Thiotepa,thiotepa,DB04572,true,false,,false,accepted_exact_normalized_name
DDInter1798,Thiothixene,thiothixene,Thiothixene,thiothixene,DB01623,true,false,,false,accepted_exact_normalized_name
DDInter1799,"Thyroid, porcine","thyroid, porcine","Thyroid, porcine","thyroid, porcine",DB09100,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter18,Acetylcholine,acetylcholine,Acetylcholine,acetylcholine,DB03128,true,false,,false,accepted_exact_normalized_name
DDInter1800,Thyrotropin alfa,thyrotropin alfa,Thyrotropin alfa,thyrotropin alfa,DB00024,true,false,,false,accepted_exact_normalized_name
DDInter1801,Tiagabine,tiagabine,Tiagabine,tiagabine,DB00906,true,false,,false,accepted_exact_normalized_name
DDInter1802,Ticagrelor,ticagrelor,Ticagrelor,ticagrelor,DB08816,true,false,,false,accepted_exact_normalized_name
DDInter1803,Ticarcillin,ticarcillin,Ticarcillin,ticarcillin,DB01607,true,false,,false,accepted_exact_normalized_name
DDInter1804,Ticlopidine,ticlopidine,Ticlopidine,ticlopidine,DB00208,true,false,,false,accepted_exact_normalized_name
DDInter1805,Tigecycline,tigecycline,Tigecycline,tigecycline,DB00560,true,false,,false,accepted_exact_normalized_name
DDInter1806,Tildrakizumab,tildrakizumab,Tildrakizumab,tildrakizumab,DB14004,true,false,,false,accepted_exact_normalized_name
DDInter1808,Tiludronic acid,tiludronic acid,Tiludronic acid,tiludronic acid,DB01133,true,false,,false,accepted_exact_normalized_name
DDInter1809,Timolol,timolol,Timolol,timolol,DB00373,true,false,,false,accepted_exact_normalized_name
DDInter181,Benzatropine,benzatropine,Benzatropine,benzatropine,DB00245,true,false,,false,accepted_exact_normalized_name
DDInter1811,Tinidazole,tinidazole,Tinidazole,tinidazole,DB00911,true,false,,false,accepted_exact_normalized_name
DDInter1812,Tinzaparin,tinzaparin,Tinzaparin,tinzaparin,DB06822,true,false,,false,accepted_exact_normalized_name
DDInter1813,Tioconazole,tioconazole,Tioconazole,tioconazole,DB01007,true,false,,false,accepted_exact_normalized_name
DDInter1814,Tioguanine,tioguanine,Tioguanine,tioguanine,DB00352,true,false,,false,accepted_exact_normalized_name
DDInter1815,Tiotropium,tiotropium,Tiotropium,tiotropium,DB01409,true,false,,false,accepted_exact_normalized_name
DDInter1816,Tipiracil,tipiracil,Tipiracil,tipiracil,DB09343,true,false,,false,accepted_exact_normalized_name
DDInter1817,Tipranavir,tipranavir,Tipranavir,tipranavir,DB00932,true,false,,false,accepted_exact_normalized_name
DDInter1818,Tirofiban,tirofiban,Tirofiban,tirofiban,DB00775,true,false,,false,accepted_exact_normalized_name
DDInter182,Benzhydrocodone,benzhydrocodone,Benzhydrocodone,benzhydrocodone,DB15465,true,false,,false,accepted_exact_normalized_name
DDInter1820,Tivozanib,tivozanib,Tivozanib,tivozanib,DB11800,true,false,,false,accepted_exact_normalized_name
DDInter1821,Tizanidine,tizanidine,Tizanidine,tizanidine,DB00697,true,false,,false,accepted_exact_normalized_name
DDInter1822,Tobramycin,tobramycin,Tobramycin,tobramycin,DB00684,true,false,,false,accepted_exact_normalized_name
DDInter1823,Tocainide,tocainide,Tocainide,tocainide,DB01056,true,false,,false,accepted_exact_normalized_name
DDInter1824,Tocilizumab,tocilizumab,Tocilizumab,tocilizumab,DB06273,true,false,,false,accepted_exact_normalized_name
DDInter1825,Tofacitinib,tofacitinib,Tofacitinib,tofacitinib,DB08895,true,false,,false,accepted_exact_normalized_name
DDInter1826,Tolazamide,tolazamide,Tolazamide,tolazamide,DB00839,true,false,,false,accepted_exact_normalized_name
DDInter1827,Tolazoline,tolazoline,Tolazoline,tolazoline,DB00797,true,false,,false,accepted_exact_normalized_name
DDInter1828,Tolbutamide,tolbutamide,Tolbutamide,tolbutamide,DB01124,true,false,,false,accepted_exact_normalized_name
DDInter1829,Tolcapone,tolcapone,Tolcapone,tolcapone,DB00323,true,false,,false,accepted_exact_normalized_name
DDInter183,Benznidazole,benznidazole,Benznidazole,benznidazole,DB11989,true,false,,false,accepted_exact_normalized_name
DDInter1830,Tolevamer,tolevamer,Tolevamer,tolevamer,DB01344,true,false,,false,accepted_exact_normalized_name
DDInter1831,Tolmetin,tolmetin,Tolmetin,tolmetin,DB00500,true,false,,false,accepted_exact_normalized_name
DDInter1832,Tolterodine,tolterodine,Tolterodine,tolterodine,DB01036,true,false,,false,accepted_exact_normalized_name
DDInter1833,Tolvaptan,tolvaptan,Tolvaptan,tolvaptan,DB06212,true,false,,false,accepted_exact_normalized_name
DDInter1834,Topiramate,topiramate,Topiramate,topiramate,DB00273,true,false,,false,accepted_exact_normalized_name
DDInter1835,Topotecan,topotecan,Topotecan,topotecan,DB01030,true,false,,false,accepted_exact_normalized_name
DDInter1836,Torasemide,torasemide,Torasemide,torasemide,DB00214,true,false,,false,accepted_exact_normalized_name
DDInter1837,Toremifene,toremifene,Toremifene,toremifene,DB00539,true,false,,false,accepted_exact_normalized_name
DDInter1838,Tositumomab,tositumomab,Tositumomab,tositumomab,DB00081,true,false,,false,accepted_exact_normalized_name
DDInter1840,Trabectedin,trabectedin,Trabectedin,trabectedin,DB05109,true,false,,false,accepted_exact_normalized_name
DDInter1841,Tramadol,tramadol,Tramadol,tramadol,DB00193,true,false,,false,accepted_exact_normalized_name
DDInter1842,Trametinib,trametinib,Trametinib,trametinib,DB08911,true,false,,false,accepted_exact_normalized_name
DDInter1843,Trandolapril,trandolapril,Trandolapril,trandolapril,DB00519,true,false,,false,accepted_exact_normalized_name
DDInter1844,Tranexamic acid,tranexamic acid,Tranexamic acid,tranexamic acid,DB00302,true,false,,false,accepted_exact_normalized_name
DDInter1845,Tranylcypromine,tranylcypromine,Tranylcypromine,tranylcypromine,DB00752,true,false,,false,accepted_exact_normalized_name
